5 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
0 1 1 1 1 1 6 6 1 0 0 0 0 0 0 0
0 1 1 1 1 1 6 6 1 0 0 0 0 0 0 0
0 1 1 1 1 1 6 6 1 0 0 0 0 0 0 0
0 1 1 1 1 1 6 6 1 3 0 0 0 0 0 0
0 1 1 1 1 1 6 6 1 1 1 1 1 1 1 0
0 1 1 1 1 1 6 6 1 0 0 0 0 0 0 0
0 1 1 1 1 1 6 6 1 0 0 0 0 0 0 0
0 1 1 1 1 1 6 4 1 0 0 0 0 0 0 0
0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
0 1 1 1 1 0 0 0 0 0 0 0 0 0 -1 0
5 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
